transaction_id,transaction_timestamp,store_id,product_id,quantity,unit_price,discount,total_amount,currency
T00650,2024-06-02 21:58:25-04:00,S026,,3,71.01,17.8,195.23,INR
T00206,2024-06-02 06:45:20+05:30,S007,P0145,5,223.71,18.53,1100.02,EUR
T00107,2024-06-01 01:59:29-04:00,S035,P0161,0,245.89,14.76,-14.76,USD
T00227,2024-06-01 05:59:16+05:30,S034,P0033,1,126.19,12.57,113.62,EUR
T00925,2024-06-01 23:15:28+00:00,S001,P0151,2,255.62,13.72,497.52,EUR
T00806,2024-06-01 13:14:41+00:00,S038,P0117,3,241.86,3.97,721.61,USD
T00407,2024-06-02 09:40:21+00:00,S041,P0175,-1,197.66,12.53,-210.19,INR
T00241,2024-06-02 17:18:19+05:30,S033,P0004,-1,85.45,1.78,-87.23,INR
T00590,2024-06-01 19:23:03-04:00,S017,P0043,0,153.3,4.49,-4.49,EUR
T00370,2024-06-02 06:27:42+00:00,S025,,2,298.61,5.66,591.56,USD
T00939,2024-06-02 23:07:48+05:30,INVALID_STORE,P0105,-1,140.78,4.97,-145.75,EUR
T00525,2024-06-02 19:29:11+05:30,S046,P0093,5,209.19,14.27,1031.68,USD
T00094,2024-06-02 19:33:42+05:30,S018,P0143,5,273.39,19.93,1347.02,INR
T00368,2024-06-02 18:16:11+00:00,S027,P0122,0,117.56,19.36,-19.36,INR
T00240,2024-06-01 18:57:43+00:00,INVALID_STORE,P0125,2,36.0,14.21,57.79,INR
T00541,2024-06-01 19:10:00-04:00,S032,P0040,0,114.57,8.6,-8.6,INR
T00109,2024-06-02 08:02:20+05:30,S021,P0108,2,,18.46,323.84,INR
T00084,2024-06-02 12:02:17+00:00,S014,P0149,2,214.73,8.73,420.73,INR
T00418,2024-06-01 06:48:50+00:00,S043,P0134,1,255.29,17.34,237.95,INR
T01078,2024-06-01 00:18:01-04:00,S043,P0080,-1,268.36,11.71,-280.07,INR
T00808,2024-06-01 08:52:59+00:00,S038,P0036,0,37.35,6.57,-6.57,USD
T00552,2024-06-02 09:03:47-04:00,S003,P0019,1,,16.61,16.9,EUR
T00265,2024-06-02 17:26:41+05:30,S008,P0163,5,104.23,14.63,506.52,USD
T00523,2024-06-02 05:02:38+05:30,S047,P0030,0,30.51,19.04,-19.04,USD
T00316,2024-06-02 23:37:39+05:30,S002,P0172,2,57.25,15.59,98.91,INR
T01003,2024-06-01 14:33:15+00:00,S045,P0115,0,185.02,7.18,14.355557233314176,INR
T00873,2024-06-02 07:36:38+05:30,INVALID_STORE,P0041,1,229.38,16.22,213.16,USD
T01075,2024-06-02 21:50:35+05:30,S019,P0108,0,209.01,3.1,-3.1,INR
T01072,2024-06-01 18:06:23+00:00,S021,,3,53.1,2.56,156.74,USD
T00519,2024-06-02 17:23:43+00:00,S040,P0055,-1,41.21,8.5,-14.971513572827355,USD
T00093,2024-06-02 04:36:51+05:30,S030,P0140,0,201.86,3.59,-3.59,EUR
T00384,2024-06-02 00:51:18+05:30,S044,P0003,5,229.63,9.0,1139.15,EUR
T00352,2024-06-01 00:58:07-04:00,S017,P0066,1,135.8,0.36,135.44,EUR
T00739,2024-06-02 20:54:35-04:00,S039,P0119,-1,220.51,6.06,-226.57,INR
T00386,2024-06-01 01:09:24+05:30,S009,P0150,1,46.28,0.28,46.0,INR
T00971,2024-06-01 10:47:20+00:00,INVALID_STORE,P0105,0,258.87,10.77,28.867451588020845,EUR
T00497,2024-06-02 18:36:53+05:30,S045,P0199,5,289.52,9.43,1438.17,INR
T01016,2024-06-02 06:16:09-04:00,S026,P0024,1,39.77,16.95,22.82,USD
T00475,2024-06-02 11:31:40-04:00,S036,,5,125.91,10.27,619.28,EUR
T01014,2024-06-01 08:30:55-04:00,S004,P0053,1,87.68,12.97,74.71,USD
T01040,2024-06-01 16:54:04+05:30,S022,P0170,2,93.52,3.84,183.2,EUR
T00854,2024-06-02 04:25:33-04:00,S031,P0185,0,145.86,17.66,-17.66,USD
T00409,2024-06-01 12:37:07+05:30,S017,P0017,-1,70.09,13.81,-57.16996057622623,INR
T00535,2024-06-02 02:07:33+00:00,S045,P0153,3,78.07,11.14,223.07,EUR
T00248,2024-06-01 16:30:25-04:00,S006,P0103,1,243.98,6.75,237.23,INR
T00214,2024-06-02 13:31:45-04:00,S050,P0074,1,233.33,11.14,222.19,USD
T01152,2024-06-01 07:25:04+05:30,S023,P0138,1,236.68,12.19,224.49,USD
T01021,2024-06-02 12:50:17-04:00,S022,P0034,3,55.54,5.84,160.78,USD
T00503,2024-06-01 00:28:46+00:00,S044,P0200,1,256.09,8.78,247.31,INR
T01085,2024-06-01 11:02:23+00:00,S026,P0198,0,228.91,7.21,-7.21,INR
T00907,2024-06-01 02:10:02+05:30,S039,P0159,5,286.03,10.32,1419.83,USD
T00126,2024-06-02 07:36:29+00:00,S001,P0058,1,108.11,8.03,100.08,EUR
T00606,2024-06-02 13:50:56+00:00,S008,P0136,1,293.54,19.6,273.94,INR
T00301,2024-06-02 14:25:57-04:00,S027,P0184,0,225.38,18.18,-0.5898664856748042,EUR
T00829,2024-06-02 23:14:27+05:30,S032,P0116,-1,199.09,13.95,-213.04,INR
T00582,2024-06-02 15:22:44+05:30,S049,P0057,0,218.48,17.6,-17.6,EUR
T00495,2024-06-01 18:50:14+00:00,S048,P0170,2,16.79,17.81,15.77,USD
T00256,2024-06-02 23:24:05+00:00,S036,P0105,3,85.33,10.15,245.84,USD
T01093,2024-06-02 21:42:39-04:00,S043,P0120,0,296.81,11.31,-11.31,EUR
T00216,2024-06-01 18:01:55+00:00,S012,P0074,-1,205.01,14.29,-219.3,INR
T00128,2024-06-01 06:43:02+00:00,S001,P0154,1,52.5,8.51,43.99,INR
T00541,2024-06-02 04:44:49-04:00,S026,P0136,0,162.61,11.76,-11.76,INR
T00993,2024-06-01 09:15:24-04:00,S043,P0198,0,292.25,16.48,-16.48,EUR
T00757,2024-06-02 16:42:25+05:30,S043,P0167,1,211.4,9.11,214.3477864161367,EUR
T00622,2024-06-02 03:16:02+00:00,S006,P0021,3,21.68,3.07,61.97,EUR
T00375,2024-06-01 15:41:53-04:00,S044,P0008,5,24.11,17.89,102.66,USD
T00773,2024-06-02 00:35:58+00:00,S039,P0110,5,149.54,6.19,741.51,USD
T00667,2024-06-01 10:50:54+05:30,S007,P0164,-1,194.57,15.23,-209.8,USD
T00569,2024-06-02 08:15:55-04:00,S043,P0085,5,,0.92,540.63,EUR
T00395,2024-06-01 06:12:02-04:00,S004,P0097,0,99.57,12.9,-12.9,EUR
T00369,2024-06-02 14:43:43+05:30,S048,P0026,2,227.66,10.05,479.8914486444606,EUR
T00093,2024-06-02 18:52:54+00:00,S015,,5,34.55,10.67,162.08,INR
T00204,2024-06-01 08:20:53-04:00,S031,P0032,1,259.3,6.35,252.95,USD
T00667,2024-06-02 20:44:41+05:30,INVALID_STORE,P0048,2,98.97,8.15,189.79,INR
T00107,2024-06-01 08:48:30+05:30,S021,P0116,2,129.72,6.48,252.96,EUR
T00135,2024-06-02 05:38:32+00:00,INVALID_STORE,P0021,-1,121.66,2.3,-98.04294100396001,USD
T00258,2024-06-02 16:23:33+00:00,S047,P0070,3,170.68,11.72,500.32,EUR
T00503,2024-06-01 12:14:49-04:00,S040,P0058,2,237.04,2.85,471.23,USD
T00343,2024-06-02 23:33:15+05:30,S044,P0127,1,245.67,19.22,226.45,INR
T01046,2024-06-02 18:36:35+00:00,INVALID_STORE,P0024,0,120.24,7.03,-7.03,INR
T00573,2024-06-02 16:31:17+00:00,S014,P0052,1,124.64,2.46,122.18,EUR
T00504,2024-06-01 19:52:48-04:00,S031,P0048,3,194.2,19.59,563.01,EUR
T00976,2024-06-01 00:08:56+05:30,S024,P0175,3,14.6,13.84,29.96,EUR
T00159,2024-06-02 23:25:25-04:00,INVALID_STORE,P0085,0,151.8,7.86,36.59241312838627,EUR
T00793,2024-06-02 02:03:58+05:30,S033,P0010,1,112.37,16.26,96.11,USD
T00733,2024-06-01 20:28:17+05:30,S012,P0116,5,117.44,3.86,621.7815000370904,EUR
T01010,2024-06-01 20:26:38-04:00,S044,P0078,2,77.93,9.88,145.98,EUR
T01131,2024-06-01 12:24:49+05:30,S042,P0177,5,42.17,5.55,205.3,EUR
T00467,2024-06-02 17:29:56-04:00,S024,P0020,2,28.95,2.56,72.02310163177813,USD
T00005,2024-06-02 09:03:14+00:00,S025,P0162,0,206.54,12.29,-12.29,INR
T00956,2024-06-02 13:44:27+00:00,S049,P0161,5,254.86,8.14,1266.16,USD
T00803,2024-06-01 00:22:32+05:30,S023,P0187,1,90.6,8.4,82.2,EUR
T00675,2024-06-01 11:58:37+00:00,S014,P0163,2,,8.48,595.0692872689624,INR
T00507,2024-06-01 18:14:03+05:30,S035,P0162,1,181.83,12.53,169.3,INR
T00899,2024-06-02 21:06:55+05:30,S030,P0094,-1,240.29,18.87,-259.16,USD
T00127,2024-06-01 09:17:12+00:00,S042,P0078,1,119.44,17.8,101.64,USD
T00197,2024-06-02 05:14:58-04:00,S040,P0140,0,26.18,1.04,-1.04,EUR
T00208,2024-06-02 21:09:44+00:00,S010,P0188,-1,,7.68,-20.76,EUR
T00397,2024-06-02 19:10:21-04:00,S022,P0012,3,180.47,2.16,576.3484727370702,INR
T00124,2024-06-01 03:12:32+05:30,S034,P0155,0,190.05,3.72,-3.72,INR
T00633,2024-06-02 10:11:22-04:00,S029,P0101,3,,10.82,526.96,EUR
